type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1210894;FOSFIX PLUS;Bacillus aryabhattaï souche MVY-004 (Min: 1200000000000 UFC/L, Max: 1200000000000 UFC/L) ;;Préparation bactérienne;
MFSC;1110007;CALCICOQUILLES SAMO;Matière sèche (Min: 98.0 %, Max: 98.0 %)  | Matière séche minérale (Min: 90.0 %, Max: 90.0 %)  | Oxyde de calcium (CaO) total combiné à l'état de carbonate (Min: 51.0 %, Max: 51.0 %)  | Solubilité carbonique (CaCO3) (Min: 11.0 %, Max: 11.0 %)  | Valeur neutralisante (Min: 51.0 , Max: 51.0 ) ;pH (Min:  , Max:  )  | Azote (N) total (Min:  , Max:  ) ;Amendement basique;
MFSC;1171088;CARPOES;Trichoderma harzianum souche CNCM I-4013 (Min: 50000000 UFC/g, Max: 50000000 UFC/g) ;;Préparation fongique;
MFSC;1211023;CUIVROL PLUS;Matière sèche  (Min: 34.8 %, Max: 34.8 %)  | Mannitol (Min: 0.14 %, Max: 0.14 %)  | Cuivre (Cu) total (Min: 15.0 %, Max: 15.0 %)  | Manganèse (Mn) total (Min: 0.5 %, Max: 0.5 %)  | Zinc (Zn) total (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 4.7 , Max: 4.7 ) ;;Matière fertilisante;
MFSC;1190121;BASFOLIAR AVANT NATUR;Matière sèche (Min: 42.0 %, Max: 42.0 %)  | Acides aminés totaux libres (Min: 10.3 %, Max: 10.3 %)  | Azote total (Min: 5.5 %, Max: 5.5 %)  | pH (Min: 4.5 , Max: 4.5 ) ;;Additif agronomique | Matière fertilisante;
MFSC;1190221;ARYBIOST CEREALES;Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | pH (Min: 14.0 , Max: 14.0 )  | Matière sèche (Min: 10.0 % MB, Max: 10.0 % MB) ;;Matière fertilisante;
MFSC;1210547;M-NOD;Mitsuaria noduli souche BioT025 (Min: 1.108 UFC/g, Max: 1.108 UFC/g)  | Maltodextrine (Min: 98.0 %, Max: 98.0 %) ;;Préparation bactérienne;
MFSC;1210548;RHIZAL;Rhizobium alamii souche GBV023 (Min: 2.0 %, Max: 2.0 %)  | Maltodextrine (Min: 98.0 %, Max: 98.0 %) ;;Préparation bactérienne;
MFSC;1220195;VITA RACE;Matière sèche (Min: 39.0 %, Max: 39.0 %)  | Oxyde de potassium (K2O) total (Min: 7.6 %, Max: 8.0 %)  | dont oxyde de potassium (K2O) soluble dans l'eau (Min: 7.6 %, Max: 8.0 %)  | Fer (Fe) soluble dans l'eau (Min: 7.2 %, Max: 8.0 %)  | Anhydre phosphorique (P2O5) soluble dans l'eau (Min: 4.6 %, Max: 5.0 %)  | dont anhydride phosphorique (P2O5) soluble dans l'eau (Min: 4.6 %, Max: 5.0 %) ;Fe (Fe) total chélaté DTPA (Min:  , Max:  ) ;Engrais;
MFSC;1210919;STIM AA;Matière sèche (Min: 54.0 %, Max: 54.0 %)  | Carbone organique (Min: 30.0 %, Max: 30.0 %)  | Azote (N) total (Min: 10.0 %, Max: 10.0 %)  | dont Azote (N) organique (Min: 10.0 %, Max: 10.0 %)  | Rapport C/N (Min: 2.8 %, Max: 2.8 %) ;Acides aminés totaux (Min:  , Max:  )  | Acides aminés libres* (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6180432;FERDISOL;Matière sèche (Min: 19.0 % MB, Max: 30.0 % MB)  | Matières organiques (Min: 17.0 % MB, Max: 24.0 % MB)  | Phosphore  (Min: 0.2 % MB, Max: 0.9 % MB)  | Potassium (Min: 0.6 % MB, Max: 1.4 % MB)  | Azote total (Min: 0.5 % MB, Max: 1.1 % MB) ;Azote ammoniacal (Min:  , Max:  )  | Azote organique (Min:  , Max:  )  | Magnésium  (MgO) (Min:  , Max:  )  | Cuivre (Cu) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  )  | pH (Min:  , Max:  )  | C/N (Min:  , Max:  ) ;Amendement organique;
MFSC;1211017;MICRO-ORGANISMES FLORAISON MIRACLE;Bacillus Amyloliquefaciens souche ECO-B-01, Bacillus Pumilus souche ECO-B-02 (Min: 10000000000 spores/L, Max: 10000000000 spores/L) ;;Préparation bactérienne;
MFSC;1210551;TRI-AS;Maltodextrine (Min: 99.0 %, Max: 99.0 %)  | Trichoderma harzianum (Min: 1.109 UFC/g, Max: 1.109 UFC/g) ;;Matière fertilisante;
MFSC;1210315;SEAMAC RHIZO;Matière sèche  (Min: 41.0 %, Max: 41.0 %)  | Matière organique  (Min: 38.0 %, Max: 38.0 %)  | Extraits d'algues (A. Nodosum) (Min: 12.0 %, Max: 12.0 %)  | Acides aminés totaux (Min: 25.6 %, Max: 25.6 %)  | Acides aminés libres (Min: 6.7 %, Max: 6.7 %)  | Azote (N) total  (Min: 3.9 %, Max: 3.9 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 3.85 %, Max: 3.85 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 2.5 %, Max: 2.5 %)  | Soufre total (SO3)  (Min: 1.31 %, Max: 1.31 %)  | Bore (B) soluble dans l'eau (Min: 0.09 %, Max: 0.09 %)  | Fer (Fe) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.1 %, Max: 0.1 %)  | Molybdène (Mo) (Min: 0.0080 %, Max: 0.0080 %)  | Zinc (Zn) soluble dans l'eau (Min: 0.08 %, Max: 0.08 %)  | pH (Min: 4.7 , Max: 4.7 )  | Cuivre (Cu) soluble dans l'eau (Min: 0.02 %, Max: 0.02 %) ;;Matière fertilisante;
MFSC;1180071;H-85 WG;Matière sèche (Min: 88.4 %, Max: 88.4 %)  | Matières organiques (Min: 66.7 %, Max: 66.7 %)  | Extrait humique (Min: 60.6 %, Max: 60.6 %)  | Acide humique (Min: 46.6 %, Max: 46.6 %)  | Acides fulviques (Min: 14.0 %, Max: 14.0 %)  | Oxyde de potassium (Min: 19.8 %, Max: 19.8 %)  | pH (Min: 9.7 , Max: 9.7 ) ;;Engrais;
MFSC;1210902;NOVIHUM FINE;Matière sèche  (Min: 79.2 %, Max: 79.2 %)  | Matière organique  (Min: 71.0 %, Max: 71.0 %)  | Azote (N) total  (Min: 4.0 %, Max: 4.0 %)  | Azote ammoniacal (Min: 1.8 %, Max: 1.8 %)  | Oxyde de magnésium (MgO) (Min: 0.45 %, Max: 0.45 %)  | Carbone des substances humiques (Min: 9.1 %, Max: 9.1 %)  | Carbone des acides fulviques (Min: 1.3 %, Max: 1.3 %)  | Carbone des acides humidiques (Min: 7.8 %, Max: 7.8 %) ;;Matière fertilisante;
MFSC;6220969;EMYVS;Matière sèche (Min: 92.5 %, Max: 92.5 %)  | Oxyde de calcium (CaO) total (Min: 30.0 %, Max: 40.0 %)  | Anhydride sulfurique (SO3) total (Min: 41.0 %, Max: 55.0 %)  | Polyphénols totaux (Min: 70.0 mg/100 g, Max: 121.0 mg/100 g) ;Fe (Min:  , Max:  ) ;Additif agronomique;
MFSC;1190706;MOKA;Matière sèche (Min: 48.9 %, Max: 48.9 %)  | Matières organiques (Min: 40.3 %, Max: 40.3 %)  | Azote (N) total (Min: 5.8 %, Max: 5.8 %)  | Acides aminés totaux libres (Min: 20.0 %, Max: 20.0 %)  | pH (Min: 4.8 , Max: 4.8 )  | dont azote (N) organique (Min: 5.6 %, Max: 5.6 %) ;;Matière fertilisante;
MFSC;1190022;FERTILEADER LEOS;Bore (B) total (Min: 1.7 %, Max: 1.7 %)  | Zinc chélaté (Min: 2.6 %, Max: 2.6 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1190715;KAOUA OLEO;Matière sèche (Min: 58.0 %, Max: 58.0 %)  | Oxyde de potassium (K2O) total (Min: 1.0 %, Max: 1.0 %)  | Bore (B) total (Min: 7.4 %, Max: 7.4 %)  | Molybdène (Mo) (Min: 0.45 %, Max: 0.45 %)  | Carbone organique (C) total (Min: 10.0 %, Max: 10.0 %)  | Acides aminés totaux libres (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 8.8 , Max: 8.8 ) ;;Matière fertilisante;
MFSC;1220387;JUNGLE JUICE BLOOM;Matière sèche (Min: 25.0 %, Max: 25.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 2.5 %, Max: 2.5 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 2.5 %, Max: 2.5 %)  | pH (Min: 3.6 , Max: 3.6 ) ;;Matière fertilisante;
MFSC;1110012;KICK;;;Conditionneur de sol;
MFSC;6110002;PICT'AGRO;N total (Min: 3.5 %, Max: 6.0 %)  | P2O5 total (Min: 4.5 %, Max: 8.5 %)  | Fer (Fe) (Min: 3.5 %, Max: 7.5 %)  | Cuivre (Cu) (Min: 0.02 %, Max: 0.06 %)  | Zinc (Zn) (Min: 0.04 %, Max: 0.09 %)  | Matière sèche (Min: 89.0 %, Max: 93.0 %) ;;Engrais NP d'origine organo-minéral;
MFSC;9810014;PHYLEAS GLUTACETINE;;;Matière fertilisante;
MFSC;1210922;TERRAMIN PRO;Matière sèche (Min: 54.8 %, Max: 54.8 %)  | Matière organique (Min: 46.2 %, Max: 46.2 %)  | Acides aminés libres totaux d'origine animale (Min: 18.0 %, Max: 18.0 %)  | Azote (N) total  (Min: 6.0 , Max: 6.0 )  | dont azote (N) organique (Min: 5.5 %, Max: 5.5 %)  | PH (Min: 7.0 , Max: 7.0 ) ;;Matière fertilisante;
MFSC;1110004;TRANS-FERTIL;;;Engrais NP d'origine organo-minéral;
MFSC;1220084;SUPERFIFTY PRIME;Matière sèche  (Min: 40.0 %, Max: 40.0 %)  | Oxyde de potassium (K2O) total soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  |    Dont oxyde de potassium (K2O) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Extraits d'algues (A. Nodosum) (Min: 30.0 %, Max: 30.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1220412;OG ORGANICS BIGMIKE'S OG TEA;Matière sèche (Min: 58.2 %, Max: 58.2 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) nitrique (Min: 1.0 %, Max: 1.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Hydrolysats de protéines animales et végétales (Min: 57.0 %, Max: 57.0 %)  | Extraits d'algues (Min: 3.8 %, Max: 3.8 %)  | pH (Min: 4.77 , Max: 4.77 ) ;;Matière fertilisante;
MFSC;1180366;ENGRAIS GAZON LONGUE DUREE;Matière sèche (Min: 94.0 %, Max: 94.0 %)  | Matières organiques (Min: 60.0 %, Max: 60.0 %)  | Azote total (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (Min: 10.0 %, Max: 10.0 %)  | Bacillus amyloliquefaciens FZB 42 (Min: 10000.0 UFC/g, Max: 10000.0 UFC/g) ;;Matière fertilisante;
MFSC;1171300;KINACTIV FRUIT;Acides aminés (Min: 4.0 %, Max: 4.0 %)  | Oligo-éléments (Min: 0.202 %, Max: 0.202 %)  | pH (Min: 9.0 , Max: 9.0 )  | Azote total (Min: 0.5 %, Max: 0.5 %)  | Azote organique (Min: 0.5 %, Max: 0.5 %)  | Phosphore (P2O5) soluble dans l'eau (Min: 12.0 %, Max: 12.0 %)  | Potassium (K2O) soluble dans l'eau (Min: 16.0 %, Max: 16.0 %) ;;Matière fertilisante;
MFSC;1220407;PH PERFECT SENSI COCO GROW A;Matière sèche (Min: 27.0 %, Max: 27.0 %)  | Azote (N) total (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) nitrique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 4.2 %, Max: 4.2 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Fer (Fe) soluble dans l'eau (Min: 0.17 %, Max: 0.17 %)  | dont fer (Fe) chélaté par DTPA, EDDHA et EDTA (Min: 0.15 %, Max: 0.15 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | dont manganèse (Mn) chélaté par EDTA (Min: 0.04 %, Max: 0.04 %)  | Acides humiques (Min: 3.5 %, Max: 3.5 %)  | pH (Min: 4.0 , Max: 4.0 ) ;Zinc (Zn) soluble dans l'eau (Min:  , Max:  )  | dont zinc (Zn) chélaté par EDTA (Min:  , Max:  )  | Cuivre (Cu) soluble dans l'eau (Min:  , Max:  )  | dont cuivre (Cu) chélaté par EDTA (Min:  , Max:  )  | Molybdène (Mo) (Min:  , Max:  )  | Bore (B) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1220198;BATALLON PLUS;Matière sèche  (Min: 46.5 %, Max: 46.5 %)  | Acides aminés libres (Min: 2.0 %, Max: 2.0 %)  | Azote (N) total  (Min: 1.0 %, Max: 1.0 %)  | dont azote (N) organique (Min: 1.0 %, Max: 1.0 %)  | Fer (Fe) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | dont Fer (Fe) complexé par du potassium lignosulfonate (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1200549;FERT ACTIV 4-3-8;Matière organique (MO) (Min: 53.0 %, Max: 53.0 %)  | Azote (N) total (Min: 4.0 %, Max: 4.0 %)  | Azote (N) organique (Min: 4.0 %, Max: 4.0 %)  | Anhydride phosphorique (P2O5) total (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O) (Min: 8.0 %, Max: 8.0 %)  | Oxyde de magnesium (MgO) (Min: 2.0 %, Max: 2.0 %)  | Oxyde de calcium (CaO) (Min: 8.0 %, Max: 8.0 %)  | Extrait d'algues et extrait végétaux (Min: 26.0 %, Max: 26.0 %) ;ph (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6200440;MYC 800;Glomus intraradices (Min: 800.0 spores/g, Max: 800.0 spores/g) ;;Matière fertilisante;
MFSC;6190700;AMINOQUELANT;Matière organique (Min: 10.0 %, Max: 10.0 %)  | Azote (N) total (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 25.0 %, Max: 25.0 %)  | Acides aminés totaux libres (Min: 5.5 %, Max: 5.5 %)  | pH (Min: 7.0 , Max: 7.0 )  | Densité (Min: 1.33 kg/L , Max: 1.33 kg/L ) ;;Matière fertilisante;
MFSC;1210083;TERRA-SORB ORGANIC;Matière sèche (Min: 53.0 %, Max: 53.0 %)  | Azote (N) total (Min: 5.5 %, Max: 5.5 %)  | dont azote organique (Min: 5.0 %, Max: 5.0 %)  | Fer (Fe) complexé et soluble dans l´eau (Min: 1.0 %, Max: 1.0 %)  | Manganèse (Mn) soluble dans l´eau (Min: 0.1 %, Max: 0.1 %)  | Zinc (Zn) soluble dans l´eau  (Min: 0.1 %, Max: 0.1 %)  | Molybdène (Mo) soluble dans l´eau  (Min: 0.0010 %, Max: 0.0010 %)  | Acides aminés libres (Min: 20.0 %, Max: 20.0 %)  | PH (Min: 4.7 %, Max: 4.7 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.0043 %, Max: 0.0043 %)  | Zinc (Zn) chélaté EDTA (Min: 0.063 %, Max: 0.063 %) ;;Matière fertilisante;
MFSC;1180760;ARYBIOST HYBRIDES;Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | pH (Min: 14.0 , Max: 14.0 )  | Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | Matière sèche (Min: 10.0 % MB, Max: 10.0 % MB) ;;Matière fertilisante;
MFSC;9610025;FERTIAL 80;SO3 total (Min: 1.5 % MB, Max: 4.0 % MB)  | Azote (N) total (Min: 4.0 % MB, Max: 7.5 % MB)  | Anhydride phosphorique (P2O5) total  (Min: 2.0 % MB, Max: 5.0 % MB)  | Azote (N) organique  (Min: 4.0 % MB, Max: 7.5 % MB)  | Matières sèche (Min: 90.0 % MB, Max: 99.0 % MB)  | Matières organiques (Min: 62.0 % MB, Max: 82.0 % MB) ;;Amendement organique | Engrais NP + S;
MFSC;1171296;KAISHI;Acides aminés (Min: 12.0 %, Max: 12.0 %)  | Azote total (Min: 2.0 %, Max: 2.0 %)  | Azote organique (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1220196;AGRAPLUS SE 300;Oxyde de calcium total (CaO) (Min: 49.5 %, Max: 49.5 %)  | Oxyde de magnésium (MgO) (Min: 2.5 %, Max: 2.5 %)  | Valeur neutralisante (Min: 53.0 , Max: 53.0 )  | pH (Min: 9.0 , Max: 9.0 )  | Granulométrie comprise entre 2,5 et 5 mm (Min: 80.0 %, Max: 80.0 %)  | Sélénium (Se) (Min: 0.0030 %, Max: 0.0030 %) ;;Matière fertilisante;
MFSC;1220416;LALRISE MYC DP;Rhizophagus irregularis souche MUCL57891 (Min: 500.0 spores/g, Max: 500.0 spores/g) ;;Préparation fongique;
MFSC;8910135;INOCULUM SOJA NPPL TOURBE;Bradyrhizobium japonicum souche G 49  (Min: 1000000000 germes/g, Max: 1000000000 germes/g) ;;Matière fertilisante;
MFSC;1220584;SIDERYL;;;Matière fertilisante;
MFSC;1120001;SHB;Matière sèche (Min: 10.0 % MB, Max: 10.0 % MB)  | Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | pH (Min: 14.0 , Max: 14.0 ) ;Oxyde de potassium (K2O) total dont oxyde de potassium (K2O) soluble dans l'eau (Min:  , Max:  ) ;Matière fertilisante | Additif agronomique;
MFSC;1000053;AS45;Oxyde de calcium (CaO) total (Min: 40.0 %, Max: 40.0 %)  | Oxyde de magnésium (MgO) total (Min: 2.0 %, Max: 2.0 %)  | Anhydride phosphorique (Min: 1.0 %, Max: 1.0 %)  | Valeur neutralisante (Min: 40.0 , Max: 40.0 )  | Finesse de mouture passant à 0,630 mm (Min: 55.0 %, Max: 55.0 %)  | Finesse de mouture passant à 0,315 mm (Min: 42.0 %, Max: 42.0 %)  | Finesse de mouture passant à 0,160 mm (Min: 28.0 %, Max: 28.0 %) ;pH (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1200285;PHYSIOMIX;Oxyde de calcium (CaO) total (Min: 40.0 %, Max: 40.0 %)  | Oxyde de magnésium (MgO) total (Min: 1.0 %, Max: 1.0 %)  | Extraits d'algues et extraits végétaux (Min: 1.5 %, Max: 1.5 %)  | Valeur neutralisante (Min: 41.0 , Max: 41.0 ) ;Granulométrie (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1210782;AMINO FAST;Azote ammoniacal (Min: 2.8 %, Max: 2.8 %)  | Bore (B) (Min: 3.0 %, Max: 3.0 %)  | Mannitol (Min: 0.2 %, Max: 0.2 %)  | Azote (N) organique  (Min: 1.2 %, Max: 1.2 %)  | Molybdène (Mo) (Min: 1.0 %, Max: 1.0 %)  | Acide alginique (Min: 0.4 %, Max: 0.4 %)  | L-Acides aminés libres d'origine végétale (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 7.0 , Max: 7.0 )  | Azote (N) total  (Min: 4.0 %, Max: 4.0 %)  | Matière sèche  (Min: 40.0 %, Max: 40.0 %) ;;Matière fertilisante;
MFSC;1210525;OX 284;Matière sèche (MS) (Min: 1.22 %, Max: 1.22 %)  | pH (Min: 3.5 , Max: 3.5 )  | Extraits de plantes (Min: 25.0 %, Max: 25.0 %)  | Matière organique (MO) (Min: 1.12 %, Max: 1.12 %) ;;Matière fertilisante;
MFSC;1211011;PHYSIOLITH ST;Oxyde de Calcium (CaO) total* (Min: 33.0 %, Max: 33.0 %)  | Oxyde de Magnésium (MgO) total* (Min: 8.0 %, Max: 8.0 %)  | Valeur neutralisante (Min: 44.0 %, Max: 44.0 %)  | pH (10% en solution) (Min: 9.0 , Max: 9.0 )  | Extraits d'algues et extraits végétaux (Min: 1.5 %, Max: 1.5 %) ;Granulométrie (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1000011;LALVIGNE MATURE;Matière sèche (Min: 50.0 % MB, Max: 50.0 % MB)  | Acides aminés (Min: 12.5 % MB, Max: 12.5 % MB)  | pH (Min: 4.0 ., Max: 4.0 .) ;;Matière fertilisante;
MFSC;1210623;OCERYOS III;Matière sèche  (Min: 20.5 %, Max: 20.5 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Extraits d'algues (Min: 20.0 %, Max: 20.0 %)  | pH (Min: 4.3 , Max: 4.3 ) ;;Matière fertilisante;
MFSC;1190336;EAUBIMER;Matière sèche (Min: 8.7 % MB, Max: 8.7 % MB)  | Alginate (Min: 1.4 % MB, Max: 1.4 % MB)  | Mannitol (Min: 1.0 % MB, Max: 1.0 % MB)  | Iode (Min: 0.73 % MB, Max: 0.73 % MB) ;pH (Min:  , Max:  ) ;Matière fertilisante | Additif agronomique | Additif agronomique;
MFSC;1171290;KAISHI-MAX;Acides aminés (Min: 80.0 %, Max: 80.0 %)  | Azote total (Min: 11.0 %, Max: 11.0 %)  | Azote organique (Min: 10.5 %, Max: 10.5 %)  | pH (solution à 1%) (Min: 4.0 , Max: 4.0 ) ;;Matière fertilisante;
MFSC;1110009;MIX GREEN PLUS;N total (Min: 10.0 %, Max: 10.0 %)  | N organique (Min: 5.0 %, Max: 5.0 %)  | N ammoniacal (Min: 2.5 %, Max: 2.5 %)  | N uréique (Min: 2.5 %, Max: 2.5 %)  | P2O5 total (Min: 5.0 %, Max: 5.0 %)  | K2O total (Min: 9.0 %, Max: 9.0 %)  | MgO total (Min: 2.0 %, Max: 2.0 %)  | Fer (Fe) total (Min: 0.25 %, Max: 0.25 %) ;;Amendement organo-minéral;
MFSC;1112012;SANOVIT;;;Rétenteur d'eau;
MFSC;1220402;PH PERFECT CONNOISSEUR BLOOM A;Matière sèche (Min: 25.0 %, Max: 25.0 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) nitrique (Min: 2.5 %, Max: 2.5 %)  | dont azote (N) uréique (Min: 0.5 %, Max: 0.5 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 3.1 %, Max: 3.1 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 1.2 %, Max: 1.2 %)  | Acides humiques (Min: 3.5 %, Max: 3.5 %)  | pH (Min: 5.0 , Max: 5.0 ) ;Fer (Fe) soluble dans l'eau (Min:  , Max:  )  | dont fer (Fe) chélaté par DTPA, EDDHA et EDTA (Min:  , Max:  )  | Manganèse (Mn) soluble dans l'eau (Min:  , Max:  )  |  dont manganèse (Mn) chélaté par  EDTA  (Min:  , Max:  )  | Zinc (Zn) soluble dans l'eau (Min:  , Max:  )  | dont zinc (Zn) chélaté par EDTA (Min:  , Max:  )  | Cuivre (Cu) soluble dans l'eau (Min:  , Max:  )  | dont cuivre (Cu) chélaté par EDTA (Min:  , Max:  )  | Molybdène (Mo) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180003;HELES;Bacillus methylotrophicus souche B25 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;6220374;ZOBERAMINOL;Matière sèche  (Min: 15.0 %, Max: 15.0 %)  | Azote (N) total  (Min: 6.0 %, Max: 6.0 %)  | dont azote (N) organique (Min: 2.0 %, Max: 2.0 %)  | Dont azote (N) uréique (Min: 4.0 %, Max: 4.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 0.1 %, Max: 0.1 %)  | Acides aminés libres d'origine animale (Min: 7.0 %, Max: 7.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;Cuivre (Cu) total (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200155;PHYSIOLITH GRANULE;Oxyde de calcium (CaO) total (Min: 36.0 %, Max: 36.0 %)  | Oxyde de magnésium (MgO) total (Min: 1.0 %, Max: 1.0 %)  | Extraits d'algues et extraits végétaux (Min: 1.5 %, Max: 1.5 %)  | Valeur neutralisante (Min: 37.0 , Max: 37.0 ) ;pH (Min:  , Max:  )  | Granulométrie (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1210085;AZAVIS NEO;Matière organique (Min: 60.0 %, Max: 60.0 %)  | Azote (N) total (Min: 10.0 %, Max: 10.0 %)  | Oxyde de magnésium (MgO) total (Min: 1.8 %, Max: 1.8 %)  | Bore (Bo) total  (Min: 0.5 %, Max: 0.5 %)  | Fer (Fe) total chelaté DTPA (Min: 1.0 %, Max: 1.0 %)  | Acides aminés totaux (Min: 62.0 %, Max: 62.0 %)  | Acides aminés libres (Min: 33.0 %, Max: 33.0 %) ;;Matière fertilisante;
MFSC;1210489;PROTAMINAL CEREALES;Matière sèche  (Min: 50.0 %, Max: 50.0 %)  | Glycine bétaïne (Min: 4.0 %, Max: 4.0 %)  | Azote (N) total  (Min: 10.1 %, Max: 10.1 %)  | Azote (N) organique  (Min: 2.0 %, Max: 2.0 %)  | Azote ammoniacal (Min: 6.1 %, Max: 6.1 %)  | Azote uréique (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 6.5 , Max: 6.5 )  | L-Acides aminés libres d'origine végétale (Min: 9.0 %, Max: 9.0 %)  | Oxyde de soufre (SO3) (Min: 21.0 %, Max: 21.0 %) ;;Matière fertilisante;
MFSC;1210897;KONCIA ALFA;Azospirillum brasilense souche DSMZ 1858 (Min: 44000000 UFC/g, Max: 44000000 UFC/g)  | Sinorhizobium meliloti souche DSMZ 30135 (Min: 44000000 UFC/g, Max: 44000000 UFC/g)  | Bacillus megaterium souche DSMZ 1668 (Min: 22000000 UFC/g, Max: 22000000 UFC/g)  | Glomus intraradices souche CMCCROC7 (Min: 0.2 %, Max: 0.2 %) ;;Préparation bactérienne et fongique;
MFSC;1200943;ACTIVSTART VIGNES ARBRES FRUITIERS;Matière sèche (MS) (Min: 1.22 %, Max: 1.22 %)  | Matière organique (MO) (Min: 1.12 %, Max: 1.12 %)  | Extraits de plantes (Min: 25.0 %, Max: 25.0 %)  | pH (Min: 3.5 , Max: 3.5 ) ;;Matière fertilisante;
MFSC;1210400;GRENA SPECIAL N5;Matière sèche  (Min: 93.0 %, Max: 93.0 %)  | Azote (N) total  (Min: 5.0 %, Max: 5.0 %)  | dont Azote (N) organique (Min: 5.0 %, Max: 5.0 %)  | Carbone organique  (Min: 27.0 %, Max: 27.0 %)  | Rapport C/N (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
